Rk,Squad,Comp,Num_of_Players,Weekly_Wages,Annual_Wages,Pct_Estimated,Season,Weekly_Wages_EUR,Weekly_Wages_GBP,Weekly_Wages_USD,Annual_Wages_EUR,Annual_Wages_GBP,Annual_Wages_USD
60,Espanyol,La Liga,81,"€ 644,615 (£ 540,515, $656,935)","€ 33,520,000 (£ 28,106,802, $34,160,623)",100%,2019-2020,644615.0,540515.0,656935.0,33520000.0,28106802.0,34160623.0
61,Lecce,Serie A,96,"€ 621,538 (£ 521,165, $633,417)","€ 32,320,000 (£ 27,100,595, $32,937,690)",0%,2019-2020,621538.0,521165.0,633417.0,32320000.0,27100595.0,32937690.0
62,Lille,Ligue 1,70,"€ 601,923 (£ 504,718, $613,427)","€ 31,300,000 (£ 26,245,312, $31,898,198)",100%,2019-2020,601923.0,504718.0,613427.0,31300000.0,26245312.0,31898198.0
63,Norwich City,Premier League,71,"€ 600,640 (£ 503,654, $612,051)","€ 31,233,268 (£ 26,190,000, $31,826,646)",41%,2019-2020,600640.0,503654.0,612051.0,31233268.0,26190000.0,31826646.0
64,SPAL,Serie A,92,"€ 595,000 (£ 498,912, $606,372)","€ 30,940,000 (£ 25,943,445, $31,531,319)",0%,2019-2020,595000.0,498912.0,606372.0,30940000.0,25943445.0,31531319.0
65,Sassuolo,Serie A,84,"€ 593,077 (£ 497,300, $604,412)","€ 30,840,000 (£ 25,859,595, $31,429,407)",0%,2019-2020,593077.0,497300.0,604412.0,30840000.0,25859595.0,31429407.0
66,Bordeaux,Ligue 1,75,"€ 562,885 (£ 471,983, $573,642)","€ 29,270,000 (£ 24,543,139, $29,829,400)",100%,2019-2020,562885.0,471983.0,573642.0,29270000.0,24543139.0,29829400.0
67,Sheffield Utd,Premier League,83,"€ 554,543 (£ 465,000, $565,078)","€ 28,836,215 (£ 24,180,000, $29,384,049)",54%,2019-2020,554543.0,465000.0,565078.0,28836215.0,24180000.0,29384049.0
68,Parma,Serie A,80,"€ 552,692 (£ 463,437, $563,255)","€ 28,740,000 (£ 24,098,729, $29,289,270)",0%,2019-2020,552692.0,463437.0,563255.0,28740000.0,24098729.0,29289270.0
69,Augsburg,Bundesliga,102,"€ 536,154 (£ 449,570, $546,401)","€ 27,880,000 (£ 23,377,615, $28,412,836)",97%,2019-2020,536154.0,449570.0,546401.0,27880000.0,23377615.0,28412836.0
70,Hellas Verona,Serie A,100,"€ 525,962 (£ 441,023, $536,014)","€ 27,350,000 (£ 22,933,204, $27,872,708)",0%,2019-2020,525962.0,441023.0,536014.0,27350000.0,22933204.0,27872708.0
71,Getafe,La Liga,83,"€ 508,846 (£ 426,672, $518,571)","€ 26,460,000 (£ 22,186,931, $26,965,696)",100%,2019-2020,508846.0,426672.0,518571.0,26460000.0,22186931.0,26965696.0
72,Saint-Étienne,Ligue 1,90,"€ 508,846 (£ 426,672, $518,571)","€ 26,460,000 (£ 22,186,931, $26,965,697)",97%,2019-2020,508846.0,426672.0,518571.0,26460000.0,22186931.0,26965697.0
73,Mainz 05,Bundesliga,98,"€ 504,808 (£ 423,286, $514,455)","€ 26,250,000 (£ 22,010,847, $26,751,683)",97%,2019-2020,504808.0,423286.0,514455.0,26250000.0,22010847.0,26751683.0
74,Nice,Ligue 1,81,"€ 473,654 (£ 397,163, $482,706)","€ 24,630,000 (£ 20,652,463, $25,100,724)",100%,2019-2020,473654.0,397163.0,482706.0,24630000.0,20652463.0,25100724.0
75,Alavés,La Liga,82,"€ 468,558 (£ 392,890, $477,513)","€ 24,365,000 (£ 20,430,254, $24,830,655)",100%,2019-2020,468558.0,392890.0,477513.0,24365000.0,20430254.0,24830655.0
76,Düsseldorf,Bundesliga,102,"€ 422,115 (£ 353,947, $430,183)","€ 21,950,000 (£ 18,405,257, $22,369,505)",100%,2019-2020,422115.0,353947.0,430183.0,21950000.0,18405257.0,22369505.0
77,Granada,La Liga,72,"€ 421,731 (£ 353,625, $429,791)","€ 21,930,000 (£ 18,388,487, $22,349,118)",100%,2019-2020,421731.0,353625.0,429791.0,21930000.0,18388487.0,22349118.0
78,Union Berlin,Bundesliga,96,"€ 411,538 (£ 345,079, $419,404)","€ 21,400,000 (£ 17,944,082, $21,808,992)",100%,2019-2020,411538.0,345079.0,419404.0,21400000.0,17944082.0,21808992.0
79,Udinese,Serie A,75,"€ 395,962 (£ 332,017, $403,529)","€ 20,590,000 (£ 17,264,887, $20,983,512)",4%,2019-2020,395962.0,332017.0,403529.0,20590000.0,17264887.0,20983512.0
80,Toulouse,Ligue 1,93,"€ 373,077 (£ 312,828, $380,207)","€ 19,400,000 (£ 16,267,060, $19,770,767)",100%,2019-2020,373077.0,312828.0,380207.0,19400000.0,16267060.0,19770767.0
81,Nantes,Ligue 1,89,"€ 364,615 (£ 305,733, $371,584)","€ 18,960,000 (£ 15,898,119, $19,322,358)",66%,2019-2020,364615.0,305733.0,371584.0,18960000.0,15898119.0,19322358.0
82,Levante,La Liga,71,"€ 360,577 (£ 302,347, $367,468)","€ 18,750,000 (£ 15,722,030, $19,108,346)",100%,2019-2020,360577.0,302347.0,367468.0,18750000.0,15722030.0,19108346.0
83,Eibar,La Liga,76,"€ 355,385 (£ 297,993, $362,177)","€ 18,480,000 (£ 15,495,639, $18,833,186)",100%,2019-2020,355385.0,297993.0,362177.0,18480000.0,15495639.0,18833186.0
84,Montpellier,Ligue 1,83,"€ 330,962 (£ 277,514, $337,287)","€ 17,210,000 (£ 14,430,727, $17,538,909)",96%,2019-2020,330962.0,277514.0,337287.0,17210000.0,14430727.0,17538909.0
85,Freiburg,Bundesliga,84,"€ 319,231 (£ 267,678, $325,332)","€ 16,600,000 (£ 13,919,240, $16,917,253)",100%,2019-2020,319231.0,267678.0,325332.0,16600000.0,13919240.0,16917253.0
86,Brescia,Serie A,81,"€ 311,346 (£ 261,066, $317,296)","€ 16,190,000 (£ 13,575,453, $16,499,416)",0%,2019-2020,311346.0,261066.0,317296.0,16190000.0,13575453.0,16499416.0
87,Valladolid,La Liga,84,"€ 290,192 (£ 243,329, $295,738)","€ 15,090,000 (£ 12,653,093, $15,378,396)",100%,2019-2020,290192.0,243329.0,295738.0,15090000.0,12653093.0,15378396.0
88,Osasuna,La Liga,79,"€ 272,692 (£ 228,655, $277,904)","€ 14,180,000 (£ 11,890,050, $14,451,004)",100%,2019-2020,272692.0,228655.0,277904.0,14180000.0,11890050.0,14451004.0
89,Amiens,Ligue 1,102,"€ 266,538 (£ 223,495, $271,632)","€ 13,860,000 (£ 11,621,725, $14,124,885)",100%,2019-2020,266538.0,223495.0,271632.0,13860000.0,11621725.0,14124885.0
90,Angers,Ligue 1,78,"€ 251,346 (£ 210,756, $256,150)","€ 13,070,000 (£ 10,959,305, $13,319,789)",100%,2019-2020,251346.0,210756.0,256150.0,13070000.0,10959305.0,13319789.0
91,Strasbourg,Ligue 1,77,"€ 250,577 (£ 210,111, $255,366)","€ 13,030,000 (£ 10,925,763, $13,279,026)",100%,2019-2020,250577.0,210111.0,255366.0,13030000.0,10925763.0,13279026.0
92,Mallorca,La Liga,82,"€ 240,769 (£ 201,887, $245,371)","€ 12,520,000 (£ 10,498,125, $12,759,279)",100%,2019-2020,240769.0,201887.0,245371.0,12520000.0,10498125.0,12759279.0
93,Reims,Ligue 1,84,"€ 235,385 (£ 197,372, $239,883)","€ 12,240,000 (£ 10,263,342, $12,473,921)",96%,2019-2020,235385.0,197372.0,239883.0,12240000.0,10263342.0,12473921.0
94,Metz,Ligue 1,81,"€ 211,923 (£ 177,699, $215,973)","€ 11,020,000 (£ 9,240,362, $11,230,609)",100%,2019-2020,211923.0,177699.0,215973.0,11020000.0,9240362.0,11230609.0
95,Dijon,Ligue 1,75,"€ 200,769 (£ 168,347, $204,606)","€ 10,440,000 (£ 8,754,028, $10,639,525)",100%,2019-2020,200769.0,168347.0,204606.0,10440000.0,8754028.0,10639525.0
96,Nîmes,Ligue 1,74,"€ 154,038 (£ 129,163, $156,982)","€ 8,010,000 (£ 6,716,451, $8,163,087)",100%,2019-2020,154038.0,129163.0,156982.0,8010000.0,6716451.0,8163087.0
97,Brest,Ligue 1,81,"€ 148,846 (£ 124,809, $151,691)","€ 7,740,000 (£ 6,490,055, $7,887,921)",100%,2019-2020,148846.0,124809.0,151691.0,7740000.0,6490055.0,7887921.0
98,Paderborn 07,Bundesliga,90,"€ 134,808 (£ 113,037, $137,384)","€ 7,010,000 (£ 5,877,944, $7,143,974)",100%,2019-2020,134808.0,113037.0,137384.0,7010000.0,5877944.0,7143974.0
1,Barcelona,La Liga,83,"€ 6,766,923 (£ 5,674,122, $6,896,250)","€ 351,880,000 (£ 295,054,323, $358,605,024)",22%,2020-2021,6766923.0,5674122.0,6896250.0,351880000.0,295054323.0,358605024.0
2,Real Madrid,La Liga,70,"€ 6,044,038 (£ 5,067,977, $6,159,550)","€ 314,290,000 (£ 263,534,797, $320,296,616)",0%,2020-2021,6044038.0,5067977.0,6159550.0,314290000.0,263534797.0,320296616.0
3,Paris S-G,Ligue 1,96,"€ 4,664,231 (£ 3,910,997, $4,753,372)","€ 242,540,000 (£ 203,371,818, $247,175,346)",44%,2020-2021,4664231.0,3910997.0,4753372.0,242540000.0,203371818.0,247175346.0
4,Manchester Utd,Premier League,86,"€ 4,435,653 (£ 3,719,423, $4,519,922)","€ 230,653,939 (£ 193,410,000, $235,035,931)",3%,2020-2021,4435653.0,3719423.0,4519922.0,230653939.0,193410000.0,235035931.0
5,Bayern Munich,Bundesliga,83,"€ 4,318,654 (£ 3,621,227, $4,401,191)","€ 224,570,000 (£ 188,303,826, $228,861,912)",12%,2020-2021,4318654.0,3621227.0,4401191.0,224570000.0,188303826.0,228861912.0
6,Juventus,Serie A,72,"€ 4,156,346 (£ 3,485,131, $4,235,781)","€ 216,130,000 (£ 181,226,818, $220,260,613)",6%,2020-2021,4156346.0,3485131.0,4235781.0,216130000.0,181226818.0,220260613.0
7,Chelsea,Premier League,82,"€ 3,389,911 (£ 2,842,538, $3,454,313)","€ 176,275,358 (£ 147,811,988, $179,624,258)",2%,2020-2021,3389911.0,2842538.0,3454313.0,176275358.0,147811988.0,179624258.0
8,Arsenal,Premier League,87,"€ 3,381,609 (£ 2,835,577, $3,445,853)","€ 175,843,663 (£ 147,450,000, $179,184,367)",1%,2020-2021,3381609.0,2835577.0,3445853.0,175843663.0,147450000.0,179184367.0
9,Atlético Madrid,La Liga,68,"€ 3,276,731 (£ 2,747,566, $3,339,355)","€ 170,390,000 (£ 142,873,440, $173,646,443)",37%,2020-2021,3276731.0,2747566.0,3339355.0,170390000.0,142873440.0,173646443.0
10,Manchester City,Premier League,76,"€ 3,157,499 (£ 2,647,654, $3,217,485)","€ 164,189,924 (£ 137,678,000, $167,309,223)",1%,2020-2021,3157499.0,2647654.0,3217485.0,164189924.0,137678000.0,167309223.0
11,Tottenham,Premier League,82,"€ 3,084,064 (£ 2,586,077, $3,142,655)","€ 160,371,329 (£ 134,476,000, $163,418,084)",4%,2020-2021,3084064.0,2586077.0,3142655.0,160371329.0,134476000.0,163418084.0
12,Liverpool,Premier League,84,"€ 3,002,511 (£ 2,517,692, $3,059,553)","€ 156,130,569 (£ 130,920,000, $159,096,757)",5%,2020-2021,3002511.0,2517692.0,3059553.0,156130569.0,130920000.0,159096757.0
13,Inter,Serie A,79,"€ 2,670,769 (£ 2,239,462, $2,721,812)","€ 138,880,000 (£ 116,452,045, $141,534,233)",6%,2020-2021,2670769.0,2239462.0,2721812.0,138880000.0,116452045.0,141534233.0
14,Roma,Serie A,85,"€ 2,176,346 (£ 1,824,885, $2,217,940)","€ 113,170,000 (£ 94,893,995, $115,332,872)",2%,2020-2021,2176346.0,1824885.0,2217940.0,113170000.0,94893995.0,115332872.0
15,Everton,Premier League,87,"€ 2,111,596 (£ 1,770,635, $2,151,713)","€ 109,803,009 (£ 92,073,000, $111,889,062)",1%,2020-2021,2111596.0,1770635.0,2151713.0,109803009.0,92073000.0,111889062.0
16,Napoli,Serie A,74,"€ 2,065,769 (£ 1,732,165, $2,105,250)","€ 107,420,000 (£ 90,072,568, $109,472,983)",0%,2020-2021,2065769.0,1732165.0,2105250.0,107420000.0,90072568.0,109472983.0
17,Crystal Palace,Premier League,87,"€ 2,035,043 (£ 1,706,442, $2,073,705)","€ 105,822,228 (£ 88,735,000, $107,832,658)",2%,2020-2021,2035043.0,1706442.0,2073705.0,105822228.0,88735000.0,107832658.0
18,Villarreal,La Liga,84,"€ 1,857,115 (£ 1,557,207, $1,892,608)","€ 96,570,000 (£ 80,974,753, $98,415,618)",60%,2020-2021,1857115.0,1557207.0,1892608.0,96570000.0,80974753.0,98415618.0
19,Sevilla,La Liga,81,"€ 1,797,885 (£ 1,507,541, $1,832,245)","€ 93,490,000 (£ 78,392,148, $95,276,751)",68%,2020-2021,1797885.0,1507541.0,1832245.0,93490000.0,78392148.0,95276751.0
20,Leicester City,Premier League,80,"€ 1,777,976 (£ 1,490,885, $1,811,755)","€ 92,454,770 (£ 77,526,000, $94,211,238)",0%,2020-2021,1777976.0,1490885.0,1811755.0,92454770.0,77526000.0,94211238.0
21,Dortmund,Bundesliga,85,"€ 1,737,115 (£ 1,456,586, $1,770,315)","€ 90,330,000 (£ 75,742,458, $92,056,361)",54%,2020-2021,1737115.0,1456586.0,1770315.0,90330000.0,75742458.0,92056361.0
22,Lazio,Serie A,95,"€ 1,676,346 (£ 1,405,630, $1,708,384)","€ 87,170,000 (£ 73,092,777, $88,835,968)",7%,2020-2021,1676346.0,1405630.0,1708384.0,87170000.0,73092777.0,88835968.0
23,Milan,Serie A,82,"€ 1,621,923 (£ 1,359,996, $1,652,921)","€ 84,340,000 (£ 70,719,796, $85,951,884)",0%,2020-2021,1621923.0,1359996.0,1652921.0,84340000.0,70719796.0,85951884.0
24,West Ham,Premier League,72,"€ 1,524,556 (£ 1,278,385, $1,553,520)","€ 79,276,933 (£ 66,476,000, $80,783,044)",3%,2020-2021,1524556.0,1278385.0,1553520.0,79276933.0,66476000.0,80783044.0
25,Valencia,La Liga,78,"€ 1,449,808 (£ 1,215,676, $1,477,516)","€ 75,390,000 (£ 63,215,147, $76,830,834)",67%,2020-2021,1449808.0,1215676.0,1477516.0,75390000.0,63215147.0,76830834.0
26,Aston Villa,Premier League,79,"€ 1,424,496 (£ 1,194,481, $1,451,559)","€ 74,073,800 (£ 62,113,024, $75,481,066)",0%,2020-2021,1424496.0,1194481.0,1451559.0,74073800.0,62113024.0,75481066.0
27,Athletic Club,La Liga,80,"€ 1,394,615 (£ 1,169,397, $1,421,269)","€ 72,520,000 (£ 60,808,628, $73,905,978)",96%,2020-2021,1394615.0,1169397.0,1421269.0,72520000.0,60808628.0,73905978.0
28,Newcastle Utd,Premier League,94,"€ 1,319,756 (£ 1,106,654, $1,344,829)","€ 68,627,328 (£ 57,546,000, $69,931,123)",3%,2020-2021,1319756.0,1106654.0,1344829.0,68627328.0,57546000.0,69931123.0
29,Southampton,Premier League,76,"€ 1,311,454 (£ 1,099,692, $1,336,369)","€ 68,195,619 (£ 57,184,000, $69,491,210)",3%,2020-2021,1311454.0,1099692.0,1336369.0,68195619.0,57184000.0,69491210.0
30,Schalke 04,Bundesliga,93,"€ 1,202,308 (£ 1,008,145, $1,225,286)","€ 62,520,000 (£ 52,423,545, $63,714,862)",98%,2020-2021,1202308.0,1008145.0,1225286.0,62520000.0,52423545.0,63714862.0
31,Fulham,Premier League,89,"€ 1,196,437 (£ 1,003,247, $1,219,167)","€ 62,214,699 (£ 52,168,824, $63,396,662)",8%,2020-2021,1196437.0,1003247.0,1219167.0,62214699.0,52168824.0,63396662.0
32,Brighton,Premier League,87,"€ 1,182,907 (£ 991,902, $1,205,380)","€ 61,511,176 (£ 51,578,900, $62,679,778)",2%,2020-2021,1182907.0,991902.0,1205380.0,61511176.0,51578900.0,62679778.0
33,Wolves,Premier League,70,"€ 1,181,414 (£ 990,650, $1,203,859)","€ 61,433,538 (£ 51,513,800, $62,600,661)",9%,2020-2021,1181414.0,990650.0,1203859.0,61433538.0,51513800.0,62600661.0
34,Monaco,Ligue 1,89,"€ 1,152,115 (£ 966,058, $1,174,134)","€ 59,910,000 (£ 50,235,035, $61,054,978)",85%,2020-2021,1152115.0,966058.0,1174134.0,59910000.0,50235035.0,61054978.0
35,Cagliari,Serie A,88,"€ 1,149,038 (£ 963,478, $1,170,999)","€ 59,750,000 (£ 50,100,874, $60,891,926)",8%,2020-2021,1149038.0,963478.0,1170999.0,59750000.0,50100874.0,60891926.0
36,Wolfsburg,Bundesliga,82,"€ 1,112,885 (£ 933,163, $1,134,154)","€ 57,870,000 (£ 48,524,481, $58,975,995)",100%,2020-2021,1112885.0,933163.0,1134154.0,57870000.0,48524481.0,58975995.0
37,Leverkusen,Bundesliga,85,"€ 1,080,769 (£ 906,234, $1,101,425)","€ 56,200,000 (£ 47,124,173, $57,274,076)",54%,2020-2021,1080769.0,906234.0,1101425.0,56200000.0,47124173.0,57274076.0
38,Lyon,Ligue 1,82,"€ 1,065,962 (£ 893,818, $1,086,334)","€ 55,430,000 (£ 46,478,516, $56,489,360)",79%,2020-2021,1065962.0,893818.0,1086334.0,55430000.0,46478516.0,56489360.0
39,RB Leipzig,Bundesliga,81,"€ 1,035,962 (£ 868,662, $1,055,761)","€ 53,870,000 (£ 45,170,443, $54,899,548)",52%,2020-2021,1035962.0,868662.0,1055761.0,53870000.0,45170443.0,54899548.0
40,Marseille,Ligue 1,98,"€ 1,021,731 (£ 856,730, $1,041,258)","€ 53,130,000 (£ 44,549,946, $54,145,401)",79%,2020-2021,1021731.0,856730.0,1041258.0,53130000.0,44549946.0,54145401.0
41,Fiorentina,Serie A,81,"€ 997,885 (£ 836,735, $1,016,956)","€ 51,890,000 (£ 43,510,199, $52,881,707)",6%,2020-2021,997885.0,836735.0,1016956.0,51890000.0,43510199.0,52881707.0
42,Real Sociedad,La Liga,81,"€ 981,538 (£ 823,028, $1,000,297)","€ 51,040,000 (£ 42,797,468, $52,015,463)",96%,2020-2021,981538.0,823028.0,1000297.0,51040000.0,42797468.0,52015463.0
43,Torino,Serie A,84,"€ 960,962 (£ 805,774, $979,327)","€ 49,970,000 (£ 41,900,260, $50,925,013)",5%,2020-2021,960962.0,805774.0,979327.0,49970000.0,41900260.0,50925013.0
44,Gladbach,Bundesliga,95,"€ 951,538 (£ 797,873, $969,724)","€ 49,480,000 (£ 41,489,393, $50,425,646)",78%,2020-2021,951538.0,797873.0,969724.0,49480000.0,41489393.0,50425646.0
45,Eint Frankfurt,Bundesliga,91,"€ 916,923 (£ 768,848, $934,447)","€ 47,680,000 (£ 39,980,079, $48,591,246)",99%,2020-2021,916923.0,768848.0,934447.0,47680000.0,39980079.0,48591246.0
46,West Brom,Premier League,87,"€ 850,578 (£ 713,235, $866,738)","€ 44,230,079 (£ 37,088,200, $45,070,367)",21%,2020-2021,850578.0,713235.0,866738.0,44230079.0,37088200.0,45070367.0
47,Atalanta,Serie A,81,"€ 849,423 (£ 712,248, $865,657)","€ 44,170,000 (£ 37,036,910, $45,014,164)",16%,2020-2021,849423.0,712248.0,865657.0,44170000.0,37036910.0,45014164.0
48,Burnley,Premier League,74,"€ 842,845 (£ 706,750, $858,858)","€ 43,827,947 (£ 36,751,000, $44,660,597)",3%,2020-2021,842845.0,706750.0,858858.0,43827947.0,36751000.0,44660597.0
49,Hoffenheim,Bundesliga,96,"€ 824,423 (£ 691,286, $840,179)","€ 42,870,000 (£ 35,946,852, $43,689,319)",98%,2020-2021,824423.0,691286.0,840179.0,42870000.0,35946852.0,43689319.0
50,Celta Vigo,La Liga,74,"€ 815,000 (£ 683,384, $830,576)","€ 42,380,000 (£ 35,535,983, $43,189,954)",96%,2020-2021,815000.0,683384.0,830576.0,42380000.0,35535983.0,43189954.0
51,Hertha BSC,Bundesliga,82,"€ 795,000 (£ 666,614, $810,194)","€ 41,340,000 (£ 34,663,935, $42,130,079)",96%,2020-2021,795000.0,666614.0,810194.0,41340000.0,34663935.0,42130079.0
52,Parma,Serie A,109,"€ 794,038 (£ 665,808, $809,214)","€ 41,290,000 (£ 34,622,008, $42,079,122)",23%,2020-2021,794038.0,665808.0,809214.0,41290000.0,34622008.0,42079122.0
53,Genoa,Serie A,102,"€ 788,077 (£ 660,809, $803,138)","€ 40,980,000 (£ 34,362,070, $41,763,197)",23%,2020-2021,788077.0,660809.0,803138.0,40980000.0,34362070.0,41763197.0
54,Betis,La Liga,81,"€ 760,385 (£ 637,589, $774,917)","€ 39,540,000 (£ 33,154,621, $40,295,678)",100%,2020-2021,760385.0,637589.0,774917.0,39540000.0,33154621.0,40295678.0
55,Bologna,Serie A,90,"€ 688,654 (£ 577,442, $701,815)","€ 35,810,000 (£ 30,026,984, $36,494,391)",17%,2020-2021,688654.0,577442.0,701815.0,35810000.0,30026984.0,36494391.0
56,Benevento,Serie A,94,"€ 623,269 (£ 522,616, $635,181)","€ 32,410,000 (£ 27,176,055, $33,029,412)",14%,2020-2021,623269.0,522616.0,635181.0,32410000.0,27176055.0,33029412.0
57,Sassuolo,Serie A,85,"€ 608,269 (£ 510,039, $619,894)","€ 31,630,000 (£ 26,522,016, $32,234,502)",2%,2020-2021,608269.0,510039.0,619894.0,31630000.0,26522016.0,32234502.0
58,Sampdoria,Serie A,79,"€ 587,885 (£ 492,946, $599,120)","€ 30,570,000 (£ 25,633,200, $31,154,244)",3%,2020-2021,587885.0,492946.0,599120.0,30570000.0,25633200.0,31154244.0
59,Köln,Bundesliga,94,"€ 576,346 (£ 483,271, $587,361)","€ 29,970,000 (£ 25,130,097, $30,542,780)",98%,2020-2021,576346.0,483271.0,587361.0,29970000.0,25130097.0,30542780.0
60,Werder Bremen,Bundesliga,78,"€ 575,000 (£ 482,142, $585,989)","€ 29,900,000 (£ 25,071,401, $30,471,438)",100%,2020-2021,575000.0,482142.0,585989.0,29900000.0,25071401.0,30471438.0
61,Udinese,Serie A,96,"€ 572,308 (£ 479,885, $583,245)","€ 29,760,000 (£ 24,954,007, $30,328,763)",15%,2020-2021,572308.0,479885.0,583245.0,29760000.0,24954007.0,30328763.0
62,Hellas Verona,Serie A,102,"€ 559,615 (£ 469,242, $570,311)","€ 29,100,000 (£ 24,400,593, $29,656,151)",17%,2020-2021,559615.0,469242.0,570311.0,29100000.0,24400593.0,29656151.0
63,Rennes,Ligue 1,77,"€ 556,538 (£ 466,662, $567,175)","€ 28,940,000 (£ 24,266,434, $29,493,093)",69%,2020-2021,556538.0,466662.0,567175.0,28940000.0,24266434.0,29493093.0
64,Leeds United,Premier League,85,"€ 554,689 (£ 465,123, $565,227)","€ 28,843,845 (£ 24,186,400, $29,391,828)",1%,2020-2021,554689.0,465123.0,565227.0,28843845.0,24186400.0,29391828.0
65,Lille,Ligue 1,74,"€ 524,615 (£ 439,894, $534,642)","€ 27,280,000 (£ 22,874,507, $27,801,367)",64%,2020-2021,524615.0,439894.0,534642.0,27280000.0,22874507.0,27801367.0
66,Granada,La Liga,80,"€ 520,385 (£ 436,347, $530,330)","€ 27,060,000 (£ 22,690,035, $27,577,161)",98%,2020-2021,520385.0,436347.0,530330.0,27060000.0,22690035.0,27577161.0
67,Getafe,La Liga,74,"€ 495,962 (£ 415,868, $505,440)","€ 25,790,000 (£ 21,625,130, $26,282,889)",100%,2020-2021,495962.0,415868.0,505440.0,25790000.0,21625130.0,26282889.0
68,Osasuna,La Liga,77,"€ 483,462 (£ 405,387, $492,701)","€ 25,140,000 (£ 21,080,100, $25,620,469)",100%,2020-2021,483462.0,405387.0,492701.0,25140000.0,21080100.0,25620469.0
69,Bordeaux,Ligue 1,76,"€ 472,308 (£ 396,034, $481,334)","€ 24,560,000 (£ 20,593,764, $25,029,381)",58%,2020-2021,472308.0,396034.0,481334.0,24560000.0,20593764.0,25029381.0
70,Sheffield Utd,Premier League,86,"€ 460,679 (£ 386,292, $469,431)","€ 23,955,287 (£ 20,087,200, $24,410,390)",13%,2020-2021,460679.0,386292.0,469431.0,23955287.0,20087200.0,24410390.0
71,Alavés,La Liga,77,"€ 450,192 (£ 377,490, $458,796)","€ 23,410,000 (£ 19,629,481, $23,857,405)",97%,2020-2021,450192.0,377490.0,458796.0,23410000.0,19629481.0,23857405.0
72,Nice,Ligue 1,84,"€ 449,231 (£ 376,684, $457,816)","€ 23,360,000 (£ 19,587,557, $23,806,448)",85%,2020-2021,449231.0,376684.0,457816.0,23360000.0,19587557.0,23806448.0
73,Valladolid,La Liga,79,"€ 446,731 (£ 374,588, $455,269)","€ 23,230,000 (£ 19,478,551, $23,673,967)",96%,2020-2021,446731.0,374588.0,455269.0,23230000.0,19478551.0,23673967.0
74,Mainz 05,Bundesliga,91,"€ 445,769 (£ 373,781, $454,289)","€ 23,180,000 (£ 19,436,626, $23,623,009)",94%,2020-2021,445769.0,373781.0,454289.0,23180000.0,19436626.0,23623009.0
75,Augsburg,Bundesliga,81,"€ 440,769 (£ 369,589, $449,193)","€ 22,920,000 (£ 19,218,613, $23,358,043)",96%,2020-2021,440769.0,369589.0,449193.0,22920000.0,19218613.0,23358043.0
76,Spezia,Serie A,106,"€ 386,923 (£ 324,438, $394,318)","€ 20,120,000 (£ 16,870,791, $20,504,529)",11%,2020-2021,386923.0,324438.0,394318.0,20120000.0,16870791.0,20504529.0
77,Saint-Étienne,Ligue 1,85,"€ 384,423 (£ 322,342, $391,770)","€ 19,990,000 (£ 16,761,784, $20,372,045)",88%,2020-2021,384423.0,322342.0,391770.0,19990000.0,16761784.0,20372045.0
78,Cádiz,La Liga,85,"€ 373,269 (£ 312,989, $380,403)","€ 19,410,000 (£ 16,275,446, $19,780,961)",100%,2020-2021,373269.0,312989.0,380403.0,19410000.0,16275446.0,19780961.0
79,Crotone,Serie A,93,"€ 365,192 (£ 306,217, $372,172)","€ 18,990,000 (£ 15,923,274, $19,352,928)",6%,2020-2021,365192.0,306217.0,372172.0,18990000.0,15923274.0,19352928.0
80,Nantes,Ligue 1,80,"€ 361,538 (£ 303,153, $368,448)","€ 18,800,000 (£ 15,763,963, $19,159,301)",29%,2020-2021,361538.0,303153.0,368448.0,18800000.0,15763963.0,19159301.0
81,Levante,La Liga,72,"€ 358,654 (£ 300,734, $365,508)","€ 18,650,000 (£ 15,638,183, $19,006,435)",100%,2020-2021,358654.0,300734.0,365508.0,18650000.0,15638183.0,19006435.0
82,Eibar,La Liga,74,"€ 358,462 (£ 300,573, $365,312)","€ 18,640,000 (£ 15,629,794, $18,996,243)",100%,2020-2021,358462.0,300573.0,365312.0,18640000.0,15629794.0,18996243.0
83,Stuttgart,Bundesliga,97,"€ 356,154 (£ 298,638, $362,961)","€ 18,520,000 (£ 15,529,175, $18,873,948)",100%,2020-2021,356154.0,298638.0,362961.0,18520000.0,15529175.0,18873948.0
84,Union Berlin,Bundesliga,84,"€ 332,692 (£ 278,965, $339,051)","€ 17,300,000 (£ 14,506,197, $17,630,631)",100%,2020-2021,332692.0,278965.0,339051.0,17300000.0,14506197.0,17630631.0
85,Huesca,La Liga,81,"€ 330,962 (£ 277,514, $337,287)","€ 17,210,000 (£ 14,430,730, $17,538,912)",98%,2020-2021,330962.0,277514.0,337287.0,17210000.0,14430730.0,17538912.0
86,Montpellier,Ligue 1,87,"€ 304,038 (£ 254,939, $309,849)","€ 15,810,000 (£ 13,256,820, $16,112,152)",86%,2020-2021,304038.0,254939.0,309849.0,15810000.0,13256820.0,16112152.0
87,Freiburg,Bundesliga,77,"€ 278,269 (£ 233,331, $283,587)","€ 14,470,000 (£ 12,133,218, $14,746,547)",100%,2020-2021,278269.0,233331.0,283587.0,14470000.0,12133218.0,14746547.0
