Rk,Squad,Comp,Num_Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G_plus_A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG_plus_xAG,PrgC,PrgP,Gls_per90,Ast_per90,G_plus_A_per90,G_minus_PK_per90,G_plus_A_minus_PK_per90,xG_per90,xAG_per90,xG_plus_xAG_per90,npxG_per90,npxG_plus_xAG_per90,Season
51.0,Levante,La Liga,26.0,26.3,45.7,38.0,418.0,3420.0,38.0,56.0,39.0,95.0,51.0,5.0,7.0,112.0,7.0,53.9,48.4,38.5,86.9,709.0,1295.0,1.47,1.03,2.5,1.34,2.37,1.42,1.01,2.43,1.27,2.29,2018-2019
52.0,Leverkusen,Bundesliga,21.0,25.3,59.8,34.0,374.0,3060.0,34.0,68.0,51.0,119.0,64.0,4.0,5.0,50.0,1.0,58.3,54.4,43.8,98.2,719.0,1791.0,2.0,1.5,3.5,1.88,3.38,1.71,1.29,3.0,1.6,2.89,2018-2019
53.0,Lille,Ligue 1,25.0,24.1,51.4,38.0,418.0,3420.0,38.0,66.0,49.0,115.0,55.0,11.0,13.0,71.0,4.0,59.5,49.3,38.7,87.9,757.0,1461.0,1.74,1.29,3.03,1.45,2.74,1.56,1.02,2.58,1.3,2.31,2018-2019
54.0,Liverpool,Premier League,23.0,26.1,61.8,38.0,418.0,3420.0,38.0,86.0,55.0,141.0,79.0,7.0,7.0,41.0,2.0,73.7,68.4,49.8,118.2,857.0,2008.0,2.26,1.45,3.71,2.08,3.53,1.94,1.31,3.25,1.8,3.11,2018-2019
55.0,Lyon,Ligue 1,25.0,24.4,60.4,38.0,418.0,3420.0,38.0,70.0,54.0,124.0,65.0,5.0,10.0,57.0,3.0,73.7,66.1,49.0,115.0,977.0,2093.0,1.84,1.42,3.26,1.71,3.13,1.94,1.29,3.23,1.74,3.03,2018-2019
56.0,Mainz 05,Bundesliga,28.0,24.2,46.1,34.0,374.0,3060.0,34.0,44.0,30.0,74.0,41.0,3.0,3.0,56.0,0.0,51.2,48.8,37.5,86.3,624.0,1261.0,1.29,0.88,2.18,1.21,2.09,1.51,1.1,2.61,1.44,2.54,2018-2019
57.0,Manchester City,Premier League,21.0,26.7,67.9,38.0,418.0,3420.0,38.0,91.0,71.0,162.0,88.0,3.0,4.0,44.0,1.0,84.3,81.3,65.5,146.7,1325.0,2429.0,2.39,1.87,4.26,2.32,4.18,2.22,1.72,3.94,2.14,3.86,2018-2019
58.0,Manchester Utd,Premier League,28.0,26.3,54.7,38.0,418.0,3420.0,38.0,65.0,40.0,105.0,56.0,9.0,12.0,77.0,4.0,61.4,52.0,39.6,91.6,801.0,1668.0,1.71,1.05,2.76,1.47,2.53,1.62,1.04,2.66,1.37,2.41,2018-2019
59.0,Marseille,Ligue 1,24.0,26.9,55.2,38.0,418.0,3420.0,38.0,59.0,45.0,104.0,55.0,4.0,5.0,83.0,8.0,52.7,48.9,38.5,87.4,809.0,1474.0,1.55,1.18,2.74,1.45,2.63,1.39,1.01,2.4,1.29,2.3,2018-2019
60.0,Milan,Serie A,23.0,24.8,54.1,38.0,418.0,3420.0,38.0,51.0,35.0,86.0,48.0,3.0,4.0,82.0,5.0,48.8,45.7,35.6,81.3,821.0,1759.0,1.34,0.92,2.26,1.26,2.18,1.28,0.94,2.22,1.2,2.14,2018-2019
61.0,Monaco,Ligue 1,42.0,25.6,49.8,38.0,418.0,3420.0,38.0,38.0,25.0,63.0,34.0,4.0,5.0,92.0,6.0,47.4,43.5,31.4,74.9,773.0,1624.0,1.0,0.66,1.66,0.89,1.55,1.25,0.83,2.07,1.14,1.97,2018-2019
62.0,Montpellier,Ligue 1,25.0,28.0,48.0,38.0,418.0,3420.0,38.0,50.0,28.0,78.0,47.0,3.0,3.0,61.0,4.0,50.1,47.7,35.1,82.8,601.0,1497.0,1.32,0.74,2.05,1.24,1.97,1.32,0.92,2.24,1.26,2.18,2018-2019
63.0,Nantes,Ligue 1,33.0,25.9,50.1,38.0,418.0,3420.0,38.0,46.0,28.0,74.0,40.0,6.0,8.0,75.0,6.0,49.1,42.8,30.6,73.3,656.0,1472.0,1.21,0.74,1.95,1.05,1.79,1.29,0.8,2.1,1.13,1.93,2018-2019
64.0,Napoli,Serie A,26.0,27.0,59.1,38.0,418.0,3420.0,38.0,73.0,54.0,127.0,70.0,3.0,4.0,75.0,5.0,61.8,58.8,49.4,108.2,934.0,2089.0,1.92,1.42,3.34,1.84,3.26,1.63,1.3,2.93,1.55,2.85,2018-2019
65.0,Newcastle Utd,Premier League,24.0,26.9,40.4,38.0,418.0,3420.0,38.0,41.0,33.0,74.0,40.0,1.0,3.0,57.0,2.0,39.1,36.7,27.4,64.1,467.0,985.0,1.08,0.87,1.95,1.05,1.92,1.03,0.72,1.75,0.97,1.69,2018-2019
66.0,Nice,Ligue 1,30.0,24.2,54.8,38.0,418.0,3420.0,38.0,28.0,18.0,46.0,23.0,5.0,9.0,73.0,5.0,46.3,39.2,30.8,70.1,740.0,1537.0,0.74,0.47,1.21,0.61,1.08,1.22,0.81,2.03,1.03,1.84,2018-2019
67.0,Nîmes,Ligue 1,23.0,24.1,45.7,38.0,418.0,3420.0,38.0,55.0,37.0,92.0,51.0,4.0,6.0,71.0,5.0,50.0,45.3,34.1,79.4,717.0,1229.0,1.45,0.97,2.42,1.34,2.32,1.32,0.9,2.21,1.19,2.09,2018-2019
68.0,Nürnberg,Bundesliga,27.0,24.9,42.4,34.0,374.0,3060.0,34.0,25.0,16.0,41.0,23.0,2.0,6.0,59.0,4.0,35.7,30.9,21.1,52.0,483.0,989.0,0.74,0.47,1.21,0.68,1.15,1.05,0.62,1.67,0.91,1.53,2018-2019
69.0,Paris S-G,Ligue 1,30.0,26.2,63.7,38.0,418.0,3420.0,38.0,103.0,72.0,175.0,93.0,10.0,12.0,64.0,4.0,88.9,79.5,63.1,142.6,993.0,2207.0,2.71,1.89,4.61,2.45,4.34,2.34,1.66,4.0,2.09,3.75,2018-2019
70.0,Parma,Serie A,31.0,29.4,37.7,38.0,418.0,3420.0,38.0,40.0,22.0,62.0,36.0,4.0,5.0,84.0,3.0,40.2,36.3,26.9,63.1,487.0,990.0,1.05,0.58,1.63,0.95,1.53,1.06,0.71,1.77,0.95,1.66,2018-2019
71.0,Rayo Vallecano,La Liga,29.0,26.6,48.7,38.0,418.0,3420.0,38.0,40.0,24.0,64.0,35.0,5.0,5.0,106.0,8.0,48.7,44.8,33.0,77.7,831.0,1326.0,1.05,0.63,1.68,0.92,1.55,1.28,0.87,2.15,1.18,2.05,2018-2019
72.0,RB Leipzig,Bundesliga,23.0,24.0,49.6,34.0,374.0,3060.0,34.0,63.0,41.0,104.0,58.0,5.0,7.0,61.0,1.0,65.7,60.2,46.0,106.2,733.0,1607.0,1.85,1.21,3.06,1.71,2.91,1.93,1.35,3.29,1.77,3.12,2018-2019
73.0,Real Madrid,La Liga,27.0,27.1,60.1,38.0,418.0,3420.0,38.0,61.0,39.0,100.0,52.0,9.0,9.0,83.0,6.0,66.7,60.2,49.9,110.1,1009.0,2094.0,1.61,1.03,2.63,1.37,2.39,1.76,1.31,3.07,1.58,2.9,2018-2019
74.0,Real Sociedad,La Liga,30.0,24.9,51.7,38.0,418.0,3420.0,38.0,44.0,27.0,71.0,36.0,8.0,10.0,82.0,4.0,49.7,42.2,33.0,75.2,695.0,1381.0,1.16,0.71,1.87,0.95,1.66,1.31,0.87,2.18,1.11,1.98,2018-2019
75.0,Reims,Ligue 1,27.0,26.2,43.6,38.0,418.0,3420.0,38.0,39.0,27.0,66.0,37.0,2.0,2.0,67.0,2.0,38.1,36.5,27.7,64.1,593.0,1262.0,1.03,0.71,1.74,0.97,1.68,1.0,0.73,1.73,0.96,1.69,2018-2019
76.0,Rennes,Ligue 1,28.0,25.7,50.6,38.0,418.0,3420.0,38.0,52.0,34.0,86.0,45.0,7.0,10.0,70.0,3.0,55.6,47.8,34.4,82.1,884.0,1522.0,1.37,0.89,2.26,1.18,2.08,1.46,0.9,2.37,1.26,2.16,2018-2019
77.0,Roma,Serie A,26.0,27.5,51.4,38.0,418.0,3420.0,38.0,65.0,41.0,106.0,59.0,6.0,6.0,90.0,2.0,64.4,59.6,46.2,105.8,838.0,1678.0,1.71,1.08,2.79,1.55,2.63,1.69,1.22,2.91,1.57,2.78,2018-2019
78.0,Saint-Étienne,Ligue 1,29.0,27.8,52.5,38.0,418.0,3420.0,38.0,56.0,40.0,96.0,51.0,5.0,5.0,67.0,7.0,56.7,52.7,39.2,91.9,753.0,1543.0,1.47,1.05,2.53,1.34,2.39,1.49,1.03,2.52,1.39,2.42,2018-2019
79.0,Sampdoria,Serie A,24.0,26.1,54.9,38.0,418.0,3420.0,38.0,60.0,41.0,101.0,50.0,10.0,12.0,92.0,3.0,50.5,41.8,34.1,75.9,630.0,1685.0,1.58,1.08,2.66,1.32,2.39,1.33,0.9,2.22,1.1,2.0,2018-2019
80.0,Sassuolo,Serie A,29.0,25.4,53.8,38.0,418.0,3420.0,38.0,50.0,33.0,83.0,45.0,5.0,5.0,90.0,8.0,48.5,44.6,34.1,78.8,721.0,1511.0,1.32,0.87,2.18,1.18,2.05,1.28,0.9,2.17,1.17,2.07,2018-2019
81.0,Schalke 04,Bundesliga,32.0,25.8,45.4,34.0,374.0,3060.0,34.0,37.0,23.0,60.0,30.0,7.0,9.0,73.0,5.0,45.6,39.0,29.7,68.7,676.0,1148.0,1.09,0.68,1.76,0.88,1.56,1.34,0.87,2.21,1.15,2.02,2018-2019
82.0,Sevilla,La Liga,27.0,27.9,52.3,38.0,418.0,3420.0,38.0,60.0,47.0,107.0,55.0,5.0,6.0,118.0,6.0,66.6,61.8,49.3,111.1,828.0,1804.0,1.58,1.24,2.82,1.45,2.68,1.75,1.3,3.05,1.63,2.92,2018-2019
83.0,Southampton,Premier League,30.0,25.4,43.4,38.0,418.0,3420.0,38.0,44.0,27.0,71.0,40.0,4.0,5.0,75.0,3.0,46.9,43.4,29.3,72.7,603.0,1333.0,1.16,0.71,1.87,1.05,1.76,1.23,0.77,2.0,1.14,1.91,2018-2019
84.0,SPAL,Serie A,28.0,27.8,50.4,38.0,418.0,3420.0,38.0,44.0,30.0,74.0,37.0,7.0,8.0,113.0,3.0,43.9,37.7,28.2,65.8,910.0,1259.0,1.16,0.79,1.95,0.97,1.76,1.16,0.74,1.9,0.99,1.73,2018-2019
85.0,Strasbourg,Ligue 1,26.0,26.2,50.1,38.0,418.0,3420.0,38.0,57.0,43.0,100.0,52.0,5.0,7.0,71.0,4.0,41.3,35.8,28.1,63.9,683.0,1460.0,1.5,1.13,2.63,1.37,2.5,1.09,0.74,1.83,0.94,1.68,2018-2019
86.0,Stuttgart,Bundesliga,26.0,26.3,45.9,34.0,374.0,3060.0,34.0,32.0,26.0,58.0,31.0,1.0,1.0,66.0,5.0,38.0,37.3,28.2,65.5,506.0,1130.0,0.94,0.76,1.71,0.91,1.68,1.12,0.83,1.95,1.1,1.93,2018-2019
87.0,Torino,Serie A,25.0,27.6,51.1,38.0,418.0,3420.0,38.0,50.0,31.0,81.0,45.0,5.0,6.0,89.0,4.0,46.6,41.9,32.0,73.9,770.0,1407.0,1.32,0.82,2.13,1.18,2.0,1.23,0.84,2.07,1.1,1.94,2018-2019
88.0,Tottenham,Premier League,28.0,26.8,59.0,38.0,418.0,3420.0,38.0,66.0,47.0,113.0,62.0,4.0,4.0,58.0,3.0,54.9,51.8,39.1,90.9,840.0,1744.0,1.74,1.24,2.97,1.63,2.87,1.44,1.03,2.47,1.36,2.39,2018-2019
89.0,Toulouse,Ligue 1,29.0,25.5,48.2,38.0,418.0,3420.0,38.0,35.0,16.0,51.0,28.0,7.0,11.0,77.0,5.0,45.7,37.1,29.3,66.4,684.0,1465.0,0.92,0.42,1.34,0.74,1.16,1.2,0.77,1.97,0.98,1.75,2018-2019
90.0,Udinese,Serie A,31.0,25.3,42.6,38.0,418.0,3420.0,38.0,37.0,30.0,67.0,34.0,3.0,8.0,92.0,4.0,42.5,36.0,27.9,63.9,713.0,1088.0,0.97,0.79,1.76,0.89,1.68,1.12,0.73,1.85,0.95,1.68,2018-2019
91.0,Valencia,La Liga,25.0,26.4,47.1,38.0,418.0,3420.0,38.0,50.0,38.0,88.0,45.0,5.0,7.0,90.0,3.0,60.7,55.2,46.7,101.9,751.0,1561.0,1.32,1.0,2.32,1.18,2.18,1.6,1.23,2.83,1.45,2.68,2018-2019
92.0,Valladolid,La Liga,28.0,27.4,46.8,38.0,418.0,3420.0,38.0,31.0,19.0,50.0,27.0,4.0,7.0,92.0,0.0,41.1,35.6,26.7,62.3,662.0,1299.0,0.82,0.5,1.32,0.71,1.21,1.08,0.7,1.78,0.94,1.64,2018-2019
93.0,Villarreal,La Liga,26.0,27.1,48.3,38.0,418.0,3420.0,38.0,47.0,34.0,81.0,44.0,3.0,6.0,118.0,3.0,53.9,50.0,39.0,89.0,715.0,1648.0,1.24,0.89,2.13,1.16,2.05,1.42,1.03,2.45,1.31,2.34,2018-2019
94.0,Watford,Premier League,25.0,28.5,46.7,38.0,418.0,3420.0,38.0,51.0,39.0,90.0,50.0,1.0,1.0,80.0,4.0,48.2,47.5,34.8,82.3,588.0,1294.0,1.34,1.03,2.37,1.32,2.34,1.27,0.92,2.19,1.25,2.17,2018-2019
95.0,Werder Bremen,Bundesliga,24.0,27.1,52.1,34.0,374.0,3060.0,34.0,57.0,38.0,95.0,53.0,4.0,4.0,64.0,3.0,49.8,46.7,33.7,80.3,635.0,1672.0,1.68,1.12,2.79,1.56,2.68,1.46,0.99,2.45,1.37,2.36,2018-2019
96.0,West Ham,Premier League,26.0,27.6,48.6,38.0,418.0,3420.0,38.0,51.0,33.0,84.0,46.0,5.0,5.0,59.0,1.0,47.6,43.8,34.1,77.9,731.0,1478.0,1.34,0.87,2.21,1.21,2.08,1.25,0.9,2.15,1.15,2.05,2018-2019
97.0,Wolfsburg,Bundesliga,25.0,25.4,53.3,34.0,374.0,3060.0,34.0,59.0,38.0,97.0,54.0,5.0,5.0,62.0,0.0,47.6,43.8,33.0,76.9,618.0,1320.0,1.74,1.12,2.85,1.59,2.71,1.4,0.97,2.37,1.29,2.26,2018-2019
98.0,Wolves,Premier League,21.0,26.1,46.8,38.0,418.0,3420.0,38.0,46.0,35.0,81.0,42.0,4.0,4.0,73.0,1.0,52.1,49.0,39.4,88.4,743.0,1350.0,1.21,0.92,2.13,1.11,2.03,1.37,1.04,2.41,1.29,2.33,2018-2019
1.0,Alavés,La Liga,32.0,27.6,41.5,38.0,418.0,3420.0,38.0,34.0,20.0,54.0,28.0,6.0,6.0,111.0,7.0,39.3,34.7,26.9,61.6,403.0,944.0,0.89,0.53,1.42,0.74,1.26,1.03,0.71,1.74,0.91,1.62,2019-2020
2.0,Amiens,Ligue 1,27.0,27.4,45.6,28.0,308.0,2520.0,28.0,30.0,20.0,50.0,27.0,3.0,5.0,59.0,4.0,27.4,23.4,16.9,40.4,384.0,1013.0,1.07,0.71,1.79,0.96,1.68,0.98,0.6,1.58,0.84,1.44,2019-2020
3.0,Angers,Ligue 1,26.0,28.0,45.3,28.0,308.0,2520.0,28.0,27.0,21.0,48.0,26.0,1.0,1.0,43.0,2.0,29.3,28.5,23.0,51.5,542.0,1088.0,0.96,0.75,1.71,0.93,1.68,1.05,0.82,1.87,1.02,1.84,2019-2020
4.0,Arsenal,Premier League,29.0,25.8,53.8,38.0,418.0,3420.0,38.0,56.0,35.0,91.0,53.0,3.0,3.0,88.0,5.0,47.0,44.6,31.4,76.1,815.0,1641.0,1.47,0.92,2.39,1.39,2.32,1.24,0.83,2.06,1.17,2.0,2019-2020
5.0,Aston Villa,Premier League,28.0,25.7,44.1,38.0,418.0,3420.0,38.0,40.0,32.0,72.0,39.0,1.0,3.0,70.0,1.0,44.3,41.8,34.2,76.0,639.0,1247.0,1.05,0.84,1.89,1.03,1.87,1.16,0.9,2.06,1.1,2.0,2019-2020
6.0,Atalanta,Serie A,30.0,27.2,57.2,38.0,418.0,3420.0,38.0,96.0,68.0,164.0,89.0,7.0,10.0,80.0,2.0,83.5,75.6,58.9,134.5,978.0,1867.0,2.53,1.79,4.32,2.34,4.13,2.2,1.55,3.75,1.99,3.54,2019-2020
7.0,Athletic Club,La Liga,26.0,26.7,48.7,38.0,418.0,3420.0,38.0,40.0,23.0,63.0,32.0,8.0,10.0,90.0,2.0,41.5,33.8,26.2,60.0,604.0,1291.0,1.05,0.61,1.66,0.84,1.45,1.09,0.69,1.78,0.89,1.58,2019-2020
8.0,Atlético Madrid,La Liga,30.0,26.1,48.6,38.0,418.0,3420.0,38.0,50.0,35.0,85.0,44.0,6.0,8.0,93.0,3.0,56.8,50.6,39.4,90.0,598.0,1333.0,1.32,0.92,2.24,1.16,2.08,1.5,1.04,2.53,1.33,2.37,2019-2020
9.0,Augsburg,Bundesliga,28.0,26.2,38.6,34.0,374.0,3060.0,34.0,45.0,29.0,74.0,42.0,3.0,5.0,68.0,2.0,43.1,39.1,29.7,68.8,411.0,815.0,1.32,0.85,2.18,1.24,2.09,1.27,0.87,2.14,1.15,2.02,2019-2020
10.0,Barcelona,La Liga,28.0,27.8,66.4,38.0,418.0,3420.0,38.0,84.0,62.0,146.0,78.0,6.0,6.0,92.0,6.0,66.3,61.7,49.5,111.2,923.0,2042.0,2.21,1.63,3.84,2.05,3.68,1.75,1.3,3.05,1.62,2.93,2019-2020
11.0,Bayern Munich,Bundesliga,29.0,26.7,65.1,34.0,374.0,3060.0,34.0,97.0,75.0,172.0,91.0,6.0,6.0,54.0,3.0,89.5,84.8,73.1,157.9,930.0,2300.0,2.85,2.21,5.06,2.68,4.88,2.63,2.15,4.78,2.49,4.64,2019-2020
12.0,Betis,La Liga,27.0,27.5,56.7,38.0,418.0,3420.0,38.0,48.0,35.0,83.0,42.0,6.0,8.0,108.0,9.0,51.0,45.2,36.9,82.0,834.0,1475.0,1.26,0.92,2.18,1.11,2.03,1.34,0.97,2.31,1.19,2.16,2019-2020
13.0,Bologna,Serie A,31.0,27.2,52.6,38.0,418.0,3420.0,38.0,48.0,31.0,79.0,43.0,5.0,6.0,109.0,7.0,56.9,52.2,41.3,93.5,799.0,1672.0,1.26,0.82,2.08,1.13,1.95,1.5,1.09,2.58,1.37,2.46,2019-2020
14.0,Bordeaux,Ligue 1,26.0,26.9,53.6,28.0,308.0,2520.0,28.0,40.0,29.0,69.0,38.0,2.0,2.0,55.0,0.0,30.4,28.8,21.6,50.4,441.0,995.0,1.43,1.04,2.46,1.36,2.39,1.08,0.77,1.86,1.03,1.8,2019-2020
15.0,Bournemouth,Premier League,27.0,25.2,44.1,38.0,418.0,3420.0,38.0,38.0,24.0,62.0,34.0,4.0,4.0,78.0,3.0,44.8,41.7,30.6,72.3,601.0,1256.0,1.0,0.63,1.63,0.89,1.53,1.18,0.8,1.98,1.1,1.9,2019-2020
16.0,Brescia,Serie A,32.0,25.6,40.6,38.0,418.0,3420.0,38.0,34.0,22.0,56.0,30.0,4.0,4.0,95.0,6.0,43.4,40.2,28.8,69.0,537.0,1241.0,0.89,0.58,1.47,0.79,1.37,1.14,0.76,1.9,1.06,1.82,2019-2020
17.0,Brest,Ligue 1,24.0,26.1,49.8,28.0,308.0,2520.0,28.0,32.0,27.0,59.0,31.0,1.0,5.0,45.0,2.0,30.7,26.8,22.1,48.9,415.0,1138.0,1.14,0.96,2.11,1.11,2.07,1.1,0.79,1.89,0.96,1.75,2019-2020
18.0,Brighton,Premier League,25.0,26.4,52.2,38.0,418.0,3420.0,38.0,35.0,24.0,59.0,34.0,1.0,2.0,59.0,2.0,45.4,43.8,31.6,75.4,669.0,1675.0,0.92,0.63,1.55,0.89,1.53,1.2,0.83,2.03,1.15,1.99,2019-2020
19.0,Burnley,Premier League,22.0,28.0,41.9,38.0,418.0,3420.0,38.0,41.0,30.0,71.0,38.0,3.0,3.0,67.0,0.0,47.4,45.3,32.4,77.7,437.0,890.0,1.08,0.79,1.87,1.0,1.79,1.25,0.85,2.1,1.19,2.04,2019-2020
20.0,Cagliari,Serie A,33.0,27.4,45.7,38.0,418.0,3420.0,38.0,50.0,34.0,84.0,46.0,4.0,6.0,108.0,6.0,41.8,37.1,32.0,69.0,662.0,1288.0,1.32,0.89,2.21,1.21,2.11,1.1,0.84,1.94,0.98,1.82,2019-2020
21.0,Celta Vigo,La Liga,30.0,25.8,51.7,38.0,418.0,3420.0,38.0,37.0,26.0,63.0,31.0,6.0,9.0,104.0,6.0,39.2,32.4,26.2,58.7,670.0,1364.0,0.97,0.68,1.66,0.82,1.5,1.03,0.69,1.72,0.85,1.54,2019-2020
22.0,Chelsea,Premier League,27.0,25.5,60.4,38.0,418.0,3420.0,38.0,69.0,46.0,115.0,62.0,7.0,7.0,60.0,0.0,69.2,64.4,46.7,111.1,983.0,1897.0,1.82,1.21,3.03,1.63,2.84,1.82,1.23,3.05,1.7,2.92,2019-2020
23.0,Crystal Palace,Premier League,25.0,29.4,44.8,38.0,418.0,3420.0,38.0,29.0,20.0,49.0,26.0,3.0,3.0,62.0,2.0,35.8,33.6,26.0,59.5,596.0,1223.0,0.76,0.53,1.29,0.68,1.21,0.94,0.68,1.63,0.88,1.57,2019-2020
24.0,Dijon,Ligue 1,28.0,26.9,46.5,28.0,308.0,2520.0,28.0,26.0,17.0,43.0,25.0,1.0,1.0,43.0,2.0,30.5,29.9,22.9,52.8,513.0,909.0,0.93,0.61,1.54,0.89,1.5,1.09,0.82,1.91,1.07,1.88,2019-2020
25.0,Dortmund,Bundesliga,27.0,25.8,60.4,34.0,374.0,3060.0,34.0,84.0,74.0,158.0,82.0,2.0,2.0,49.0,1.0,61.0,59.5,50.6,110.1,792.0,1736.0,2.47,2.18,4.65,2.41,4.59,1.8,1.49,3.28,1.75,3.24,2019-2020
26.0,Düsseldorf,Bundesliga,28.0,27.1,45.6,34.0,374.0,3060.0,34.0,36.0,26.0,62.0,32.0,4.0,4.0,78.0,0.0,35.9,32.7,24.2,56.9,487.0,1268.0,1.06,0.76,1.82,0.94,1.71,1.06,0.71,1.77,0.96,1.67,2019-2020
27.0,Eibar,La Liga,26.0,29.3,46.3,38.0,418.0,3420.0,38.0,38.0,24.0,62.0,31.0,7.0,10.0,92.0,3.0,42.0,34.2,26.0,60.2,424.0,1265.0,1.0,0.63,1.63,0.82,1.45,1.1,0.68,1.79,0.9,1.58,2019-2020
28.0,Eint Frankfurt,Bundesliga,27.0,27.0,50.9,34.0,374.0,3060.0,34.0,57.0,45.0,102.0,55.0,2.0,2.0,71.0,4.0,59.5,58.0,44.8,102.8,677.0,1389.0,1.68,1.32,3.0,1.62,2.94,1.75,1.32,3.07,1.71,3.02,2019-2020
29.0,Espanyol,La Liga,31.0,27.7,47.4,38.0,418.0,3420.0,38.0,25.0,17.0,42.0,21.0,4.0,4.0,107.0,9.0,38.6,35.6,27.3,62.9,561.0,1240.0,0.66,0.45,1.11,0.55,1.0,1.02,0.72,1.74,0.94,1.66,2019-2020
30.0,Everton,Premier League,24.0,25.5,49.0,38.0,418.0,3420.0,38.0,42.0,32.0,74.0,41.0,1.0,1.0,76.0,3.0,50.8,50.0,38.1,88.1,623.0,1430.0,1.11,0.84,1.95,1.08,1.92,1.34,1.0,2.34,1.32,2.32,2019-2020
31.0,Fiorentina,Serie A,33.0,25.1,47.4,38.0,418.0,3420.0,38.0,48.0,30.0,78.0,39.0,9.0,11.0,105.0,5.0,53.6,45.4,34.5,79.8,857.0,1446.0,1.26,0.79,2.05,1.03,1.82,1.41,0.91,2.32,1.19,2.1,2019-2020
32.0,Freiburg,Bundesliga,26.0,26.4,48.1,34.0,374.0,3060.0,34.0,46.0,27.0,73.0,41.0,5.0,6.0,43.0,2.0,46.7,42.0,33.0,75.0,537.0,1128.0,1.35,0.79,2.15,1.21,2.0,1.37,0.97,2.34,1.24,2.21,2019-2020
33.0,Genoa,Serie A,34.0,26.8,49.5,38.0,418.0,3420.0,38.0,46.0,28.0,74.0,35.0,11.0,16.0,107.0,10.0,48.7,36.2,27.6,63.7,583.0,1280.0,1.21,0.74,1.95,0.92,1.66,1.28,0.73,2.01,0.95,1.68,2019-2020
34.0,Getafe,La Liga,30.0,27.5,45.0,38.0,418.0,3420.0,38.0,42.0,31.0,73.0,36.0,6.0,7.0,135.0,5.0,41.6,36.1,27.9,64.0,416.0,1196.0,1.11,0.82,1.92,0.95,1.76,1.09,0.73,1.83,0.95,1.69,2019-2020
35.0,Gladbach,Bundesliga,25.0,26.3,52.4,34.0,374.0,3060.0,34.0,64.0,53.0,117.0,60.0,4.0,6.0,77.0,3.0,72.0,67.2,53.6,120.8,650.0,1305.0,1.88,1.56,3.44,1.76,3.32,2.12,1.58,3.69,1.98,3.55,2019-2020
36.0,Granada,La Liga,27.0,26.8,43.8,38.0,418.0,3420.0,38.0,50.0,34.0,84.0,45.0,5.0,5.0,109.0,1.0,44.9,40.9,30.5,71.4,511.0,1009.0,1.32,0.89,2.21,1.18,2.08,1.18,0.8,1.98,1.08,1.88,2019-2020
37.0,Hellas Verona,Serie A,30.0,26.1,49.8,38.0,418.0,3420.0,38.0,45.0,27.0,72.0,37.0,8.0,9.0,87.0,7.0,50.5,43.6,34.5,78.1,728.0,1575.0,1.18,0.71,1.89,0.97,1.68,1.33,0.91,2.24,1.15,2.06,2019-2020
38.0,Hertha BSC,Bundesliga,32.0,26.2,44.7,34.0,374.0,3060.0,34.0,45.0,35.0,80.0,42.0,3.0,3.0,78.0,4.0,43.1,40.7,32.7,73.4,546.0,1073.0,1.32,1.03,2.35,1.24,2.26,1.27,0.96,2.23,1.2,2.16,2019-2020
39.0,Hoffenheim,Bundesliga,31.0,26.0,51.6,34.0,374.0,3060.0,34.0,52.0,36.0,88.0,49.0,3.0,4.0,66.0,2.0,56.1,53.0,40.2,93.2,598.0,1261.0,1.53,1.06,2.59,1.44,2.5,1.65,1.18,2.83,1.56,2.74,2019-2020
40.0,Inter,Serie A,29.0,27.7,54.2,38.0,418.0,3420.0,38.0,80.0,57.0,137.0,70.0,10.0,11.0,104.0,6.0,69.4,60.8,44.0,104.7,797.0,1820.0,2.11,1.5,3.61,1.84,3.34,1.83,1.16,2.98,1.6,2.76,2019-2020
41.0,Juventus,Serie A,30.0,28.6,58.1,38.0,418.0,3420.0,38.0,73.0,47.0,120.0,60.0,13.0,14.0,87.0,3.0,71.1,60.1,45.5,105.6,879.0,1746.0,1.92,1.24,3.16,1.58,2.82,1.87,1.2,3.07,1.58,2.78,2019-2020
42.0,Köln,Bundesliga,29.0,25.6,46.7,34.0,374.0,3060.0,34.0,50.0,38.0,88.0,48.0,2.0,4.0,79.0,4.0,48.9,46.3,35.6,81.9,494.0,1158.0,1.47,1.12,2.59,1.41,2.53,1.44,1.05,2.49,1.36,2.41,2019-2020
43.0,Lazio,Serie A,27.0,27.9,50.4,38.0,418.0,3420.0,38.0,77.0,45.0,122.0,62.0,15.0,18.0,99.0,2.0,68.0,53.9,42.5,96.4,935.0,1668.0,2.03,1.18,3.21,1.63,2.82,1.79,1.12,2.91,1.42,2.54,2019-2020
44.0,Lecce,Serie A,30.0,28.7,44.8,38.0,418.0,3420.0,38.0,52.0,30.0,82.0,41.0,11.0,15.0,98.0,5.0,54.7,43.5,32.6,76.1,752.0,1356.0,1.37,0.79,2.16,1.08,1.87,1.44,0.86,2.3,1.15,2.0,2019-2020
45.0,Leganés,La Liga,29.0,26.9,43.9,38.0,418.0,3420.0,38.0,30.0,19.0,49.0,27.0,3.0,5.0,127.0,4.0,39.9,35.9,27.7,63.7,498.0,1165.0,0.79,0.5,1.29,0.71,1.21,1.05,0.73,1.78,0.95,1.68,2019-2020
